concessionaria,mes_ano,sentido,praca,tipo_cobranca,categoria_eixo,tipo_de_veiculo,volume_total,arquivo_origem,arquivo_original,linha_hash,mes_ano_raw
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),AUTOMÁTICA,2.0,MOTO,1.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Automática|2|Moto|1,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),AUTOMÁTICA,2.0,PASSEIO,93743.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Automática|2|Passeio|93743,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),AUTOMÁTICA,20.0,COMERCIAL,26.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Automática|20|Comercial|26,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),AUTOMÁTICA,3.0,COMERCIAL,14146.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Automática|3|Comercial|14146,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),AUTOMÁTICA,3.0,PASSEIO,591.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Automática|3|Passeio|591,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),AUTOMÁTICA,4.0,COMERCIAL,9644.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Automática|4|Comercial|9644,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),AUTOMÁTICA,4.0,PASSEIO,86.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Automática|4|Passeio|86,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),AUTOMÁTICA,5.0,COMERCIAL,7054.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Automática|5|Comercial|7054,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),AUTOMÁTICA,6.0,COMERCIAL,28117.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Automática|6|Comercial|28117,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),AUTOMÁTICA,7.0,COMERCIAL,11087.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Automática|7|Comercial|11087,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),AUTOMÁTICA,8.0,COMERCIAL,4896.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Automática|8|Comercial|4896,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),AUTOMÁTICA,9.0,COMERCIAL,6117.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Automática|9|Comercial|6117,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,10.0,COMERCIAL,105.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|10|Comercial|105,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,11.0,COMERCIAL,123.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|11|Comercial|123,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,12.0,COMERCIAL,49.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|12|Comercial|49,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,13.0,COMERCIAL,12.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|13|Comercial|12,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,14.0,COMERCIAL,1.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|14|Comercial|1,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,15.0,COMERCIAL,9.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|15|Comercial|9,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,17.0,COMERCIAL,2.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|17|Comercial|2,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,2.0,COMERCIAL,4144.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|2|Comercial|4144,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,2.0,MOTO,2439.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|2|Moto|2439,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,2.0,PASSEIO,85622.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|2|Passeio|85622,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,20.0,COMERCIAL,3.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|20|Comercial|3,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,3.0,COMERCIAL,4195.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|3|Comercial|4195,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,3.0,PASSEIO,535.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|3|Passeio|535,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,4.0,COMERCIAL,2766.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|4|Comercial|2766,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,4.0,PASSEIO,91.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|4|Passeio|91,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,5.0,COMERCIAL,1756.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|5|Comercial|1756,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,6.0,COMERCIAL,5654.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|6|Comercial|5654,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,7.0,COMERCIAL,1936.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|7|Comercial|1936,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,8.0,COMERCIAL,978.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|8|Comercial|978,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),MANUAL,9.0,COMERCIAL,1302.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|Manual|9|Comercial|1302,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,10.0,COMERCIAL,4.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|10|Comercial|4,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,11.0,COMERCIAL,9.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|11|Comercial|9,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,2.0,COMERCIAL,534.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|2|Comercial|534,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,2.0,PASSEIO,7151.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|2|Passeio|7151,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,3.0,COMERCIAL,513.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|3|Comercial|513,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,3.0,PASSEIO,46.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|3|Passeio|46,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,4.0,COMERCIAL,309.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|4|Comercial|309,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,4.0,PASSEIO,5.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|4|Passeio|5,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,5.0,COMERCIAL,83.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|5|Comercial|83,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,6.0,COMERCIAL,301.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|6|Comercial|301,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,7.0,COMERCIAL,93.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|7|Comercial|93,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,8.0,COMERCIAL,56.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|8|Comercial|56,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,5 (CARMO DA CACHOEIRA),OCR/PLACA,9.0,COMERCIAL,43.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|5 (Carmo da Cachoeira)|OCR/PLACA|9|Comercial|43,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,10.0,COMERCIAL,547.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|10|Comercial|547,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,11.0,COMERCIAL,1017.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|11|Comercial|1017,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,12.0,COMERCIAL,274.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|12|Comercial|274,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,13.0,COMERCIAL,93.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|13|Comercial|93,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,14.0,COMERCIAL,32.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|14|Comercial|32,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,15.0,COMERCIAL,18.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|15|Comercial|18,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,16.0,COMERCIAL,8.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|16|Comercial|8,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,17.0,COMERCIAL,3.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|17|Comercial|3,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,18.0,COMERCIAL,1.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|18|Comercial|1,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,19.0,COMERCIAL,3.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|19|Comercial|3,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,2.0,COMERCIAL,8152.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|2|Comercial|8152,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,2.0,PASSEIO,83765.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|2|Passeio|83765,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,20.0,COMERCIAL,25.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|20|Comercial|25,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,3.0,COMERCIAL,13321.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|3|Comercial|13321,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,3.0,PASSEIO,544.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|3|Passeio|544,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,4.0,COMERCIAL,9029.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|4|Comercial|9029,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,4.0,PASSEIO,226.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|4|Passeio|226,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,5.0,COMERCIAL,6793.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|5|Comercial|6793,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,6.0,COMERCIAL,21104.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|6|Comercial|21104,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,7.0,COMERCIAL,6256.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|7|Comercial|6256,00",01/2024
AUTOPISTA FERNÃO DIAS,,CRESCENTE,6 (SANTO ANTÔNIO DO AMPARO),AUTOMÁTICA,8.0,COMERCIAL,3761.0,volume_de_trafego_por_praca_-_concessionarias_2024_mensal_consolidado.csv,Volume de Tráfego por Praça - Concessionárias 2024 Mensal consolidado,"AUTOPISTA FERNÃO DIAS|01/2024|Crescente|6 (Santo Antônio do Amparo)|Automática|8|Comercial|3761,00",01/2024
