concessionaria,mes_ano,sentido,praca,tipo_cobranca,categoria_eixo,tipo_de_veiculo,volume_total,arquivo_origem
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 8 eixos,Comercial,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 9 eixos,Comercial,"124,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 9 eixos,Comercial,"109,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 9 eixos,Comercial,"112,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial 9 eixos,Comercial,"135,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 3 eixos,Passeio,"26,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 3 eixos,Passeio,"26,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 3 eixos,Passeio,"31,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 3 eixos,Passeio,"23,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 3 eixos,Passeio,"34,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 3 eixos,Passeio,"21,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 3 eixos,Passeio,"22,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 3 eixos,Passeio,"29,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 3 eixos,Passeio,"25,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"2,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"8,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"8,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"8,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"2,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P4 ITUMBIARA,N/I,Veículo Passeio 4 eixos,Passeio,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"18,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"16,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"16,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"15,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"16,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"10,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"11,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"11,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"14,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"11,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"14,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"14,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"18,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Moto,Moto,"14,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 3 eixos,Comercial,"349,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 3 eixos,Comercial,"396,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 4 eixos,Comercial,"289,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 5 eixos,Comercial,"242,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 5 eixos,Comercial,"200,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 5 eixos,Comercial,"233,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 5 eixos,Comercial,"223,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 6 eixos,Comercial,"643,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 6 eixos,Comercial,"648,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 6 eixos,Comercial,"638,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 7 eixos,Comercial,"239,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 7 eixos,Comercial,"217,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 7 eixos,Comercial,"193,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"10,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"8,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"8,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"7,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"8,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"2,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"5,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 8 eixos,Comercial,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 9 eixos,Comercial,"216,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial 9 eixos,Comercial,"175,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Comercial Acima 10 eixos,Comercial,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"10,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"20,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"11,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"15,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"15,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"17,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"12,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"13,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"17,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"15,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"16,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 3 eixos,Passeio,"8,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"2,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"2,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"6,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"2,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"2,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"2,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"9,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"2,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"4,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"1,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"2,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P5 PRATA,N/I,Veículo Passeio 4 eixos,Passeio,"3,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Moto,Moto,"37,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Moto,Moto,"37,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Moto,Moto,"33,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Moto,Moto,"35,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Moto,Moto,"36,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Moto,Moto,"36,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Moto,Moto,"44,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Moto,Moto,"48,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Moto,Moto,"41,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Moto,Moto,"29,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Moto,Moto,"47,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Moto,Moto,"39,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 2 eixos,Comercial,"290,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 3 eixos,Comercial,"252,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 3 eixos,Comercial,"252,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 3 eixos,Comercial,"241,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 4 eixos,Comercial,"175,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 4 eixos,Comercial,"153,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 5 eixos,Comercial,"135,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 5 eixos,Comercial,"130,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 5 eixos,Comercial,"82,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 5 eixos,Comercial,"122,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 5 eixos,Comercial,"135,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 5 eixos,Comercial,"119,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 6 eixos,Comercial,"371,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 6 eixos,Comercial,"371,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 7 eixos,Comercial,"74,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 7 eixos,Comercial,"138,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
CONCEBRA,01/02/2021,Crescente,P6 FRONTEIRA,N/I,Veículo Comercial 7 eixos,Comercial,"123,00",Volume_de_Tráfego_por_Praça_-_Concessionárias_2021.csv
